doc,seed,chunk_size_tok,start_index,end_index,question,answer
hpc_enviroment.rst.txt,42,640,28505,30832,"How can you specify and install a package in Spack with particular versions, compilers, dependencies, and build variants, and why is it important to check the default spec before installation?",".. code-block:: bash
    
        $ spack find -l +<variant>
        e.g. $ spack find -l +cuda
    
    or which depends on a specific package (e.g openmpi) or a generic virtual package (e.g. mpi)
    
    .. code-block:: bash
    
        $ spack find -l ^<package_name>
        e.g. $ spack find -l ^openmpi
        e.g. $ spack find -l ^mpi
    
    or installed with a specific compiler
    
    .. code-block:: bash
    
        $ spack find %<compiler>
    
.. dropdown:: Add a new compiler to Spack compilers
   :name: add_compiler
   :animate: fade-in-slide-down
   :color: light

    The list of all the compilers already installed and ready to be used can be seen with
    
    .. code-block:: bash
    
        $ spack compilers
    
    To add a compiler to the ones known to Spack:
    
    .. code-block:: bash
    
        $ module load <compiler>
        $ spack compiler add
        $ module unload <compiler>

.. dropdown:: Variants and dependencies
   :name: Variants_and_dependencies
   :animate: fade-in-slide-down
   :color: light

   If the package of your interest is listed by ``spack list``, you can inspect its build *variants* via
   
   .. code-block:: bash
   
       $ spack info <package_name>
   
   You can activate (``+``) or deactivate (``-``) variants via
   
   .. code-block:: bash
   
       $ spack spec -Il <package_name> +variant_1 -variant_2 variant_3=value
       $ spack install <package_name> +variant_1 -variant_2 variant_3=value
   
   and also for a dependency
   
   .. code-block:: bash
   
       $ spack spec -Il <package_name> ^""<dependency_package_name> +variant_1 -variant_2 variant_3=value""
       $ spack install <package_name> ^""<dependency_package_name> +variant_1 -variant_2 variant_3=value""

.. _Spec_command:

Spec and install commands
+++++++++++++++++++++++++

In order to install a package with the Spack module, you have to select for it a version (``@``), a compiler (``%``), the dependencies (``^``) and the building variants (``+``/``-``). The combination of all these parameters is the *spec* with which the package will be installed.

If you donât select any combination during the installation, a default *spec* is selected. Before installing a package, it is strongly recommended to check the default *spec* with which the package would be installed:"
db_create.rst.txt,42,698,0,2832,"What are the steps and specific details required to create a new database instance using the Horizon dashboard, including the necessary configurations for the Details, Networking, Database access, Initialize Databases, and Advanced tabs?",".. _db_create_card:

Database: create
================

.. tab-set:: 

   .. tab-item:: Using Horizon dashboard

        - Click on *""Database â Instances â Launch Instance""* 

         .. image:: /cloud/_img/op_db_create_img1.png

        - Fill in the fields described below for the different tabs

        .. dropdown:: Details tab
        
            - **Availability Zone**: nova
            - **Instance Name**: <the name you prefer>
            - **Volume Size**: <size in GB for the volume that will contain the databases>. By default the maximum allowed is 10 GB. 
            - **Volume Type**: choose between ""__DEFAULT__"" or ""LUKS"". The second one is for encrypted volumes. 
            - **Datastore**: choose among the available datastores. They are listed in the drop-down menu showing also the available versions.
            - **Flavor**: it is the dimension of the VM that will have the database volume attached. Insert fl.ada.xxs, since you will not be allowed by design to login into this VM.
            - **Locality**: None

                .. image:: /cloud/_img/op_db_create_img2.png

        .. dropdown:: Networking tab

            - **Selected networks**: <network_name>, choose one among the available network in the project. 
            - Make sure to create the network before creating the database instance (see :ref:`cloud/operative/network_ops/network_create:network: create`).

                .. image:: /cloud/_img/op_db_create_img3.png

        .. dropdown:: Database access tab

            - **Is public**: Check this box if you want to allow access to the database instance from the public network; otherwise leave blank.
            - **Allowed CIDRs**: <xx.xx.xx.xx./y>. Specify the allowed IP or IP-ranges from which to access the database service.

                .. image:: /cloud/_img/op_db_create_img4.png

        .. dropdown:: Initialize Databases tab

            - **Initial Databases**: <the name you want, for the first databases that will be created>. Note that additional databases can be created later. 
            - **Initial Admin Users**: <the username for the admin database user> 
            - **Password**: <the password for the database admin user> 
            - **Allowed Hosts**: optional value, to further restrict for this specific database the allowed Host or IP addresses able to connect to the database.
          
                .. image:: /cloud/_img/op_db_create_img5.png

        .. dropdown:: Advanced tab 
            
            - **Configuration Group and Source from Initial State**: Fill these two fields only if you want to create the database using a previous backup, or as a replica  of an other database instance. 
            - **Replica Count**: fill in this field only if you want to have multiple replicas of this database instance."
hpc_intro.rst.txt,42,661,0,3284,"How can users retrieve detailed information about their Project Account, including the available budget and usage details, using the `saldo` command, and what specific options are available for clusters with independent partitions?",".. _hpc_card:

Introduction HPC Resources
==========================

This section provides a broader context for HPC Resources and the essential characteristics of HPC infrastructure.

It introduces to CINECA Clusters and HPC services with specific focus on managment of resources by users together with the budgeting and accounting rules in place at CINECA for HPC projects.


Budget and Accounting
---------------------

The ``saldo`` command allows you to quickly retrieve information about your Project Account, including the available budget, and details of the User Account.
More information about the usage of the tool can be gained just executing the command without any option.
 
.. tab-set::

   .. tab-item:: User Account Balance
   
      ``saldo -b <User Account>`` lists the budget of all Project Accounts associated with a username.

         * A single **User Account** can be associated to a multiple **Project Accounts**.
         * For clusters with independent partitions, specify the partition using:
            * ``saldo -b`` (default: , on Leonardo give you back the report for Booster partition)
            * ``saldo -b --dcgp`` (to get a report for the DCGP partition on Leonardo, the flag ``--dcgp`` is mandatory)
      
      A typical example of ``saldo`` usage is reported in the following:

      .. code-block:: bash

	     saldo -b <User Account>
         
        -----------------------------------------------------------------------------------------------------------------------------------
        account          start         end         total        localCluster   totConsumed     totConsumed     monthTotal     monthConsumed
                                               (local h)   Consumed(local h)     (local h)               %      (local h)         (local h)
        -----------------------------------------------------------------------------------------------------------------------------------
        Proj_A        20110323    20300323         50000               25000      55027726            50.0            600               600
        Proj_B        20220427    20301231        100000               10000         27086            10.0            731               731
        Proj_C        20230524    20300323          6500                   0             0             0.0              0                 0

   
      **Description of columns:**
         * **Account:** Refers to the Project Account (approved grants).
         * **Start Date:** Start of the grant period.
         * **End Date:** End of the grant period.
         * **Total Hours (local):** Total CPU hours allocated to the grant on the local cluster.
         * **Consumed (local):** Total CPU hours used from the allocation on the local cluster.
         * **Total Consumed (%):** Percentage of the total hours consumed.
         * **Month Total:** Allocated hours for the current month.
         * **Month Consumed:** Hours consumed in the current month.

   .. tab-item:: Project Account Balance

      ``saldo -a <Project Account>`` lists the the usage of the **Project Account** for each associated **User Accunt**. The report specifies the date, consumed hours for each **User Account**, and the number of jobs submitted by the user on that day."
instance_deletion.rst.txt,42,658,0,2438,"What are the specific steps to delete a VM using the Horizon Dashboard, and why is the order of these steps important?",".. _compute_inst_delete_card:

Instance: delete
==================

If you would like to delete one of the VMs, you have created, you can follow the steps below or follow the **Deletion 
tutorial** in :ref:`cloud/tutorials/index_tutorials_and_repos:tutorials for openstack dashboard`. 

.. warning:: 
   
   The order of the steps is important to avoid errors during the deletion.

.. tab-set:: 
   .. tab-item:: Horizon Dashboard

      - In the :ref:`cloud/os_overview/management_tools/dashboard:horizon dashboard`, select on *""Network â Floating IPs""*, then click on the button *""Disassociate""* on the right side of the dashboard page for the IP associated to your VM. If desired, you can also release the floating IP. 

      .. note:: 
         Once you release it, there is no guarantee the same IP can be allocated again.

      - Go to *""Compute â Instances""*, and display the drop-down menu of the VM you want to delete and then click the action *""Delete Instance""*

   .. tab-item:: Command Line 
      
      - List all the VMs in the tenant
      
      .. code-block:: bash
         
         openstack server list
         +----------------+------------------+--------+-------------------------------------------------------------+--------------+---------------+
         | ID             | Name             | Status | Networks                                                    | Image        | Flavor        |
         +----------------+------------------+--------+-------------------------------------------------------------+--------------+---------------+
         | <Server-ID-01> | <Server-01-Name> | ACTIVE | <Network-Name>=<Floating-IP-Address-01>,<Fixed-IP-Address> ... | <Image-Name> | <Flavor-Name> |
         | <Server-ID-02> | <Server-02-Name> | ACTIVE | <Network-Name>=<Floating-IP-Address-02>,<Fixed-IP-Address> ... | <Image-Name> | <Flavor-Name> |
         ...
         | <Server-ID-XX> | <Server-XX-Name> | ACTIVE | <Network-Name>=<Floating-IP-Address-XX>,<Fixed-IP-Address> ... | <Image-Name> | <Flavor-Name> |
         +--------------------------------------+------+--------+-----------------------------------------+------------------------+---------------+

      - Shut down the VM using its ID from the previous step
      
      .. code-block:: bash

         openstack server stop <Server-ID-XX>

      - Find the ID of the Floating IP associated to the VM based using the VM Floating IP Address"
hpc_clusters.rst.txt,42,200,0,642,"What are the specific HPC systems highlighted at CINECA, and how do they deviate from the general behavior described in the earlier sections of the document?","Cluster Specifics
=================

In this section, we highlight the specific features of the HPC systems at CINECA, focusing on deviations from the general behavior described earlier.

.. |ico1| image:: img/hpc_icon.png
   :height: 45px
   :class: no-scaled-link

.. grid:: 3

   .. grid-item-card:: |ico1| **Leonardo**
      :link: leonardo_card
      :link-type: ref


   .. grid-item-card:: |ico1| **Galileo100**
      :link: galileo_card
      :link-type: ref

   .. grid-item-card:: |ico1| **Pitagora**
      :link: pitagora_card
      :link-type: ref

.. toctree::
   :maxdepth: 2
   :hidden:
      
   leonardo
   galileo
   pitagora"
volume_create.rst.txt,42,403,0,1419,"What are the steps to create a new volume in the Horizon dashboard, and what options are available for specifying the volume's source and type?",".. _volume_create_card:

Volume: create and attach
=========================

Create a volume
---------------

- From the :ref:`cloud/os_overview/management_tools/dashboard:horizon dashboard`, go to the *""Volumes â Volumes""* section and select *""Create Volume""*

  .. image:: /cloud/_img/op_volume_create_img1.png
  
- In the pop-up window, specify

  **Volume Name**: a name for the volume.

  **Description**: Optionally, provide a brief description for the volume.

  **Volume Source**: Select one of the following options:
  
   - No source, empty volume: Creates an empty volume. An empty volume does not contain a file system or a partition table.
   - Image: If you choose this option, a new field for Use image as a source displays. You can select the image from the list.

  **Type**:
   - __DEFAULT __ is a general cinder volume
   - LUKS is for encrypted volumes (see Storing sensitive data for more details). 
  
  **Size (GiB)**: The size of the volume in gibibytes (GiB).

  .. image:: /cloud/_img/op_volume_create_img2.png

- Finally, click on *""Create Volume""* button.

Attach/Detach a volume
----------------------

- To attach a volume to an instance, go to the *""Volumes â Volumes""* page and select the volume you would like to attach and then the action *""Manage Attachments""*

  .. image:: /cloud/_img/op_volume_create_img3.png

- Select the instance you would like the volume to be attached to:"
cephfs_share_create.rst.txt,42,727,0,2734,"What specific details must a user include in their email to superc@cineca.it to request the creation of a CEPHFS_TYPE share, and what steps are involved in setting up and mounting this share on virtual machines?",".. _shares_cephfs_create_card:

Create and use a CEPHFS_TYPE share
==================================

Request to be enabled to the service
------------------------------------

A user that would like to make use of the Manila service needs to send an email to superc@cineca.it, communicating how many shares are needed and for each share:

- its dimensions (GB)
- the instance name of the virtual machines (VMs) that will share that filesystem
- the tenant's name.

Once enabled by the User Support Team, the user needs to create the share and mount it in a special network interface on the VMs attached to a dedicated storage network.

As an example, in what follows, we will create a share in common between VM_alice and VM_bob belonging to the same tenant.

Create the share
----------------

- Create the share by clicking in the :ref:`cloud/os_overview/management_tools/dashboard:horizon dashboard` on *""Create Share""* in *""Share â Shares* 
- In the interface set:
  
  - share name
  - share protocol  == ""CephFS"" (other cases not allowed)
  - size (on the right side is visualized information about the actual available and used space within the tenant)
  - Type == ""cephfs_type""
  - Leave blank the option ""Make visible for all projects"" because it is not enabled
  - In the end, click on the ""save"" button.

 .. image:: /cloud/_img/op_share_cephfs_img1.png

- Set the access rule on the share just created. Click on *""Share â Shares""*, then select the share just created and in the menu on the right select *""Manage Rules""*.

 .. image:: /cloud/_img/op_share_cephfs_img2.png

- Click on *""Add rule""* and set:

  - access type: cephx 
  - access level: read-write or read-only (depending on your needs)
  - access to: write the name of the client (in our example ""charlie"")

 .. image:: /cloud/_img/op_share_cephfs_img3.png

- By clicking on the *""add""* button the dashboard will show the *""access key""* and *""access to""* keys that must be used to mount the share on the virtual machines. 

Mount the share on the VMs
--------------------------

You are now ready to mount the share on VMs. In the following example, we will consider two VM with Ubuntu 20.04 OS.
**Please refer to the network guide of the operating system of your VM to be sure about the operations to be done.** 

- Login in the first VM, configure the network interface attached to the storage network

  - ``ip a`` command lists all the network interfaces. Find the new interface, attached to the storage network, and refer to the mac-address of the interface to be sure. 

     .. image:: /cloud/_img/op_share_cephfs_img4.png

  - Create a new file in the /etc/netplan directory to configure such new interface (in our example *""ens7""*), and enable it"
instance_create.rst.txt,42,696,0,2614,"What are the mandatory prerequisites that must be fulfilled before creating a virtual machine using the OpenStack Horizon Dashboard, and how can each of these prerequisites be created?",".. _compute_inst_create_card:

Instance: create
================

The creation of a virtual machine can be done using the :ref:`cloud/os_overview/management_tools/dashboard:horizon dashboard`, 
using the :ref:`cloud/os_overview/management_tools/command_line:command line interface` 
or with customized Ansible and Terraform scripts to automate the process (:ref:`cloud/os_overview/management_tools/infrastructure_as_code:declarative and procedural approaches to iac`). 
You are free to choose any of these methods. However, there are a few mandatory steps that must be followed before creating a virtual machine. 

This page will guide you step by step in the creation of a virtual machine with the **Openstack Horizon Dashboard**. 

.. important:: 

  **Prerequisites**: In order to create and boot a virtual machine, you need have already created the following resources
  
  - A tenant network â :ref:`cloud/operative/network_ops/network_create:network: create`
  - A security group â :ref:`cloud/operative/network_ops/secgroups_create:security groups: create` 
  - A key-pair (it is possible to create a new key-pair during instance creation or upload a preexisting pair) â :ref:`cloud/operative/compute_ops/keypair_create:key pair: create`


Virtual machine creation
------------------------
Once you have completed the above steps, you can proceed to create a Virtual Instance.  
Go to *""Compute â Instances""* and click on *""Launch Instance""*.

A pop-up window will appear and you have to fill in the required information in the different tabs. 

.. image:: ../../_img/op_instace_create_img1.png

.. dropdown:: Details
   :animate: fade-in-slide-down
   :color: light

   Under the tab *""Details""*, you need to insert the instance name and how many copies of this virtual machine you want to create (*""count""* field).

.. dropdown:: Source 
   :animate: fade-in-slide-down
   :color: light
    
   Under the tab *""Source""*, you specify if you want to boot your virtual machine form an image/image snapshot or from a volume/volume snapshot. 
   When booting from an image, you are able to decide if you want the virtual machine to be created as ""ephemeral"" 
   or you want to create a root ""bootable volume"" contextually to the virtual machine creation (see :ref:`cloud/os_overview/os_components/compute:compute` 
   for more information on bootable and ephemeral instances).

   In this section, you also need to choose from the available list which image you would like to use to build your instance.  
   To select the one to be use simply click on the up arrow from the list of available resources."
getting_started.rst.txt,42,671,0,2563,"What are the steps required to gain initial access to CINECA HPC resources, and what specific actions are needed at each step?",".. _get_str_card:

Getting Started
===============

**Welcome to CINECA HPC !!!**

Here you will find in few simple steps the instructions to get your first access to CINECA HPC resources.

**Let's start !!!**

.. card:: 1. Create your personal **User account** on `UserDB <https://userdb.hpc.cineca.it>`_ portal.
    
    * Visit the :ref:`general/users_account:How to become a User` section for detailed information. 
    * Please, consider that, once completed, the registration alone does not grant the access to the HPC resources. 
  

.. card:: 2. Get associated to a valid **Project Account**.
    
    * Visit the :ref:`general/users_account:Project Accounts` section to find all the ways you can be granted a **Project Account** on our HPC resources.
    * If you are the *Principal Investigator (PI)* of a project, please write to superc@cineca.it to be associated.
    * If you are a collaborator, please ask to the PI of the Project Account to be associated.
    * Visit the :ref:`general/users_account:PI and Collaborators` section for more information.


.. card:: 3. Submit a request to get access to CINECA HPC resources
    
    * by clicking on Submit button in HPC Access page on UserDB (:ref:`general/users_account:Submit a request to have a **User Account**`)
    * Once enabled, we will provide you with a HPC username and a link to configure the 2FA (password + OTP token)


.. card:: 4. Configure your 2FA
    
    * click on the link arrived via email and configure your HPC password and OTP token as described here :ref:`general/access:Access to the Systems`


.. card:: 5. Select the **Infrastracture**
    
    * According to resources assigned to your **Project Account**, choose the :bdg-primary:`HPC`, or :bdg-secondary:`Cloud` infrastructure. 

  .. dropdown:: HPC Infrastructure
   :animate: fade-in-slide-down
   :color: primary

    .. card:: 6. Configure the **smallstep client**

       The smallstep client is needed to get the temporary 2FA certificate to access the cluster (:ref:`general/access:How to configure *smallstep* client`)

    .. card:: 7. **Connect to the Cluster**

       Open a new shell/terminal and use the following commands to connect:

       .. code-block:: bash

         $ step ssh login <your email> --provisioner cineca-hpc
         $ ssh <username>@login.<cluster>.cineca.it


       Visit the page :ref:`general/access:Access to the Systems` to find instructions about other possible ways to connect


    .. important::

       You can login only to clusters where you have active budgets on it."
faq.rst.txt,42,671,0,2754,What steps should you follow if you receive the error message 'WARNING: REMOTE HOST IDENTIFICATION HAS CHANGED!' even after modifying the known_hosts file?,".. _faq_card:

FAQ
===

This is a page collecting answers to requests arrived to the HPC Helpdesk. Please check the page before sending a specific request.

General
-------
 .. dropdown::
    :animate: fade-in-slide-down
    :color: warning
    :chevron: down-up

     .. card:: I still didnât receive the username and the link for the 2FA configuration?

        You have to do the complete registration on the UserDB page and to be associated with a project (PI has to add you). 
        Once you have inserted all the necessary information and you are associated with a project a new access button will appear, 
        just click on it and you will receive in two mails the username and the link for the 2FA configuration.

     .. card:: I have finished my budget but my project is still active, how can I do?

        Non-expired projects with exhausted budgets may be allowed to keep using the computational resources at the cost of minimal priority. Ask superc@cineca.it 
        to motivate your request and, in case of a positive evaluation, you will be enabled to use the qos_lowprio QOS.

     .. card:: Information about my project on CINECA clusters (end data, total end monthly amount of hours, the usage?)

        You can list all the Accounts attached to your username on the current cluster, together with the ""budget"" and the consumed resources, with the command:

        ``> saldo -b``

        Find more information in :ref:`hpc/hpc_data_storage:Data Occupancy Monitoring Tools` section.

Access and Login
----------------

 .. dropdown::
    :animate: fade-in-slide-down
    :color: warning
    :chevron: down-up

    .. card:: My new password isn't accepted, with error ""Could not execute the password modify extended operation for DN""

        The error message can be difficult to interpret, but it means that the new password you have chosen does not respect our password policies. 
        Please check the :ref:`general/users_account:Users and Accounts` and choose your new password accordingly.

    .. card:: I receive the error message ""WARNING: REMOTE HOST IDENTIFICATION HAS CHANGED!"" when trying to login

        The problem may happen because we have reinstalled the login node changing the fingerprint. 
        We should have informed you through an HPC-news. If this is the case you can remove the old fingerprint from your known_hosts file with the command

        ``ssh-keygen -f ""~/.ssh/known_hosts"" -R ""login.<cluster_name>.cineca.it""``

    .. card:: I keep receiving the error message ""WARNING: REMOTE HOST IDENTIFICATION HAS CHANGED!"" even if I modify known_host file

        Please, follow the procedure described below to solve the problem.

        .. tab-set::

            .. tab-item:: Linux/MacOS"
index_openstack_overview.rst.txt,42,706,0,2337,"How does OpenStack facilitate the management of cloud computing resources in CINECA, and what are the primary tools and components involved in this process?","OpenStack Overview
==================

What is OpenStack?
------------------

In CINECA, we use OpenStack to virtualize and manage cloud computing resources. `OpenStack <https://www.openstack.org/>`_
is an open-source cloud operating system that controls and manages the compute resources 
of a cloud data center.  

.. image:: ../_img/openstack_software-overview-diagram-new.png
  :align: center


Management Tools
----------------

To manage the resources assigned to a project, the users can 
interact with OpenStack using in-house tools like Horizon Web Dashboard and the 
Command Line Interface (CLI) or using Infrastructure as a Code tools. 

.. grid:: 3
  
  .. grid-item-card:: |oslogo| **Horizon Dashboard**
    :link: dashboard_card
    :link-type: ref

  .. grid-item-card:: |oslogo| **Command Line**
    :link: command_line_card
    :link-type: ref

  .. grid-item-card:: |oslogo| **Infrastructure as code**
    :link: infrastructure_as_code_card
    :link-type: ref


.. toctree:: 
   :maxdepth: 1
   :hidden:
   
   management_tools/dashboard
   management_tools/command_line
   management_tools/infrastructure_as_code



Components
----------

OpenStack is a flexible tool that has a modular structure: it is split up in different 
components that can be installed and activated independently to address every user's need.

.. grid:: 3

    .. grid-item-card:: |osnova| **Compute**
      :link: compute_card
      :link-type: ref

    .. grid-item-card:: |oscinder| **Storage**
      :link: storage_card
      :link-type: ref

    .. grid-item-card:: |osneutron| **Network**
      :link: network_card
      :link-type: ref

.. grid:: 3

    .. grid-item-card:: |osmanila| **Shares**
      :link: shares_card
      :link-type: ref

    .. grid-item-card:: |ostrove| **Database**
      :link: database_card
      :link-type: ref

    .. grid-item-card:: |osoctavia| **Load Balancer**
      :link: load_balancers_card
      :link-type: ref



.. toctree::
   :maxdepth: 1
   :hidden:

   os_components/compute
   os_components/storage
   os_components/network
   os_components/shares
   os_components/database
   os_components/load_balancers



.. |oslogo| image:: /cloud/_img/openstack_logo.png
   :width: 35px
   :class: no-scaled-link

.. |osnova| image:: /cloud/_img/nova_logo.png
   :width: 35px
   :class: no-scaled-link"
budget_accounting.rst.txt,42,401,0,1614,"How can users monitor the usage of their assigned virtual resources in the CINECA HPC cloud environment, and what specific tools or dashboards are available for this purpose?",".. _budget_accounting_card:

Budget and accounting
======================

Following the :ref:`cloud/general/cineca_cloud_model:cineca hpc cloud model`, the users manage autonomously the Cloud projects (tenants), one or more, to which they are associated.

To access Cloud resources, you need to get a CINECA HPC account. 
For detailed instructions on creating an account, please refer to the :ref:`general/users_account:How to become a User` section.

Each tenant is then composed by a pool of virtual resources (project quota/budget) which are defined in terms of:

- Number of vCPUs
- GB of RAM
- GB of storage
- Number of public IP addresses (floating IPs)

On request, you can be also granted

- Number of GPUs
- Additional storage for shares

Upon accessing the :ref:`cloud/os_overview/management_tools/dashboard:horizon dashboard` with HPC credentials, within the assigned tenants, 
you can autonomously create and manage all components of the virtual infrastructure 
(VMs, Networks, Security Policies, Load Balancer Policies, and so on) in compliance with 
the Access Policies accepted at the time of registration on UserDB (see the :ref:`cloud/operative/index_operative_manual:operative manual` for specific operations details).

When resource consuming operations, such as virtual machine creation, are performed, 
the request is validated against the maximum quota permitted for the current project. 

The users can also autonomously monitor the usage of the assigned resources in the OpenStack Horizon Dashboard, 
see :ref:`cloud/operative/compute_ops/instance_manage:instance: manage and monitor` page."
instance_resize.rst.txt,42,659,0,2588,What specific steps must be taken to ensure that encrypted LUKS volumes do not cause issues during the VM resize operation via the Horizon Dashboard?,".. _compute_inst_resize_card:

Instance: resize
================

Users are able to resize autonomously their VM, this operation can be done either via :ref:`cloud/os_overview/management_tools/dashboard:horizon dashboard`
or via :ref:`cloud/os_overview/management_tools/command_line:command line interface`

.. important:: 
   Before to perform the resize operation: 

   - The VM must be shut off.  
   - If there are encrypted **LUKS VOLUMES** attached to the virtual machine, it is mandatory that the user:
  
       - Unmount the volumes from the VM
       - Detach the volumes from the Horizon Dashboard (see :ref:`cloud/operative/storage_ops/volume_create:attach/detach a volume`)

.. note:: 
    Remember to alert your users of the VM temporary shutdown during the operation, before starting the resize.

.. tab-set::

    .. tab-item:: Resize using the Horizon Dashboard

       - Go to *""Compute â Instances""*, and find the VM you need to resize
       - From the drop-down menu on the right side, select *""resize instance""*
  
         .. note:: 
        
          - If you have an **Ephemeral VM**, check the size of root disk of the original VM. Don't resize the VM, if the new flavor has a disk smaller than the current one.
          - If you have a **VM with a Bootable Disk**, the resize will affect only vCPUs number and RAM. The bootable disk will not be changed by the operation.

       - A menu will popup where you can choose the new desired flavor and click *""resize""*
       - OpenStack will prepare the operation and then wait for user input to confirm or revert the operation
       - From the drop-down menu on the right select either *""confirm resize/migration""* if you want to continue, or *""revert resize/migration""* if you want to keep the original flavor.
       - Confirm the success of the operation. To do that you will need to boot the VM, login, and verify the vCPUs number and Memory size are correct with the following commands:

         .. code-block:: bash
        
            cat /proc/cpuinfo
            free -g


    .. tab-item:: Resize using the CLI

        To know how to configure and use the OpenStack CLI, please refer to the :ref:`cloud/os_overview/management_tools/command_line:command line interface` page.

        - Identify the VM ID.
  
        .. code-block:: bash
          
            openstack server list --all | grep <VM_name>
            openstack server show < vm_ID > | grep flavor

        - Identify the ID of the new flavor the VM needs.

        .. code-block:: bash
          
            openstack flavor list"
load_balancers.rst.txt,42,399,0,1726,"How does the Octavia service in OpenStack facilitate the deployment of load balancing solutions, and what are the key components involved in directing and managing network or application traffic to multiple server endpoints?",".. _load_balancers_card:

Load Balancer
=============

`OpenStack Octavia service <https://docs.openstack.org/octavia/latest/reference/introduction.html>`_ 
enables the deployment of load balancing solutions in 
OpenStack projects. 

A **load balancer** functions as a traffic intermediary, directing network or application 
traffic to multiple server endpoints. It helps manage capacity during high traffic 
periods and enhances the reliability of applications. The main components of a load 
balancer are the following: 

- **Listener**: The listener is a component that defines how incoming traffic is 
  received. It listens for connection requests on a specific port and protocol 
  (e.g., HTTP, HTTPS), and directs this traffic to the appropriate backend pool
- **Pool**: The pool is a collection of backend servers (also known as members) 
  that receive and process the incoming traffic distributed by the load balancer. 
  The pool determines the load balancing algorithm and health check policies to manage 
  traffic distribution effectively
- **Members**: Members are the individual servers within a pool that handle the 
  actual processing of the traffic. Each member represents a single endpoint (server) 
  that performs the required tasks or services requested by the client.

A load balancer determines which server to send a request to based on a desired 
algorithms (e.g., Round Robin, Least Connections, Random). The choice among the load 
balancing algorithms depends on the requirements of the specific use case.

.. note:: 

  The Octavia service is available but it is not enabled by default to all HPC Cloud 
  projects. If you want to use it please ask access sending an email to 
  superc@cineca.it."
shares.rst.txt,42,182,0,728,"What type of shared filesystem does the CINECA HPC Cloud infrastructure recommend for users who need a shared filesystem, and what are the two types of shares that can be created within this infrastructure?",".. _shares_card:

Shares
======

The `OpenStack Manila service <https://docs.openstack.org/manila/latest/>`_ allows the creation of a filesystem that can be shared 
among virtual machines in the same tenant (intra-tenant) or in different tenants (extra-tenant).
This setup is particularly useful for applications that require consistent and 
simultaneous access to data across different instances.

In CINECA HPC Cloud infrastructure, it is possible to create shares of the following types:

- Generic type (NFS protocol)
- Cephfs type (CEPHFS protocol)

We suggest the users that need a shared filesystem to use the **generic type**.

.. note:: 
  
  **Only intra-tenant** shares are allowed on CINECA HPC Cloud infrastructures."
hpc_cineca-ai-hpyc.rst.txt,42,699,0,2689,"How can you create a personal virtual environment to install additional Python packages while using the Cineca-hpyc module, and what are the recommended practices for managing this environment?","Cineca-hpyc and Cineca-ai modules
=================================

Cineca-hpyc and Cineca-ai are collection of python and artifitial intelligence packages, respectively, optimized for Cineca's clusters.

.. _cineca-hpyc_card:

The cineca-hpyc module
----------------------

CINECA-HPyC is a collection of Python scientific packages optimized for CINECA HPC clusters. List of principal packages includes:

        * numpy           
        * scipy        
        * pandas          
        * numexpr    
        * mpi4py         
        * Cython         
        * pythran       
        * joblib       
        * matplotlib     
        * IPython        
        * notebook 

To see the complete list of all the python packages available and check their versions:

.. code-block:: bash

   $ module load cineca-hpyc/<version>
   # list all available installations
   $ python -m pip list
   # To use a specific pakage
   $ python -c ""import <package>""
   # To install an additional package
   $ pip install <package>
   
Once you loaded the cince-hpyc module, some of the main common packages of HPC enviroment are automatically loaded (e.g. cuda, openMPI). Here there is an example about how to import and use pandas package present in cineca-hpyc module:

.. code-block:: bash
   
   $ module load cineca-hpyc/<version>
   $ python -c ""import pandas""
   # You can start a python interactive section and use pandas
   $ python
   Python 3.8.12 (default, Jul 29 2022, 16:25:49)
   [GCC 10.2.0] on linux
   Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
   >>> import pandas as pd
   >>> df = pd.DataFrame({""col1"": [""sap"", ""hi""], ""col2"": [3, 4]})
   >>> print (df)
       col1  col2
    0  sap     3
    1   hi     4

   
.. Note::

   * On Galileo 100 you need to use autoload in order to load the cineca-hpyc module ``module load autoload cineca-hpyc/<version>``.

If you wish to install additional python packages to use together with the cineca-hpyc suite, you can create a personal virtual environment and install what you need in the following way:


.. code-block:: bash

   $ module load cineca-hpyc/<version>
   $ python -m venv my_env --system-site-packages
   $ source my_env/bin/activate
   $ pip install <package>
   # Once you finish to work with your env
   $ deactivate


.. Note::

   * my_env: choose an arbitrary name for your personal virtual env. 
     
   * It is advised to create your personal envs in your $WORK area, since the $HOME disk quota is limited to 50 GB.

   * the --system-site-packages flag gives the virtual environment access to the system site-packages directory (otherwise you cannot access the cineca-hpyc environment)."
